episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,agent_timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,info/learner/default_policy/train,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
0.002246782023982385,0.0015026392118997016,0.0019049658569937594,586.1666666666666,6,1,4000,4000,False,6,1,18207855f74f4885820ee631b2a09eda,2021-12-21_12-03-44,1640084624,87.58849859237671,87.58849859237671,30920,DESKTOP-DC3PIC0,172.22.22.53,87.58849859237671,0,1,67019_00000,"[0.0015026392118997016, 0.002069483183747112, 0.0019152926663181305, 0.0016944105225978644, 0.002246782023982385, 0.0020011875334173613]","[469, 627, 601, 594, 607, 619]",1.6370898811437582,4.369011761933021,0.10080583034173098,12.661275610986932,0.0,75170.684,53.212,26.499,150947.546,12372.002,323.311,1.497,4000,4000,4000,4000,39.16153846153846,56.51965811965811,0.7954700854700855,0.7400017110710471,,0.20000000298023224,4.999999873689376e-05,-0.014089339,-0.014758352,4.466644e-06,-0.048385344,0.0033227322,2.845361,0.0
0.0037069787975839144,0.0013588358636070668,0.0021794362842998414,587.0769230769231,7,1,8000,8000,False,13,2,18207855f74f4885820ee631b2a09eda,2021-12-21_12-05-11,1640084711,86.49149751663208,174.0799961090088,30920,DESKTOP-DC3PIC0,172.22.22.53,174.0799961090088,0,2,67019_00000,"[0.0015026392118997016, 0.002069483183747112, 0.0019152926663181305, 0.0016944105225978644, 0.002246782023982385, 0.0020011875334173613, 0.0013588358636070668, 0.0018686569954911977, 0.002914801678910749, 0.002110687900952075, 0.0037069787975839144, 0.0022686150618796306, 0.002674300255510745]","[469, 627, 601, 594, 607, 619, 484, 578, 604, 632, 596, 617, 604]",1.7015383181377517,4.476623388590575,0.10083620123759347,12.375970984803915,0.0,74308.964,53.829,14.749,271210.482,12701.002,314.936,1.748,8000,8000,8000,8000,30.246956521739126,56.28347826086957,0.8180869565217391,0.7421291185461957,,0.20000000298023224,4.999999873689376e-05,-0.013898548,-0.015276946,1.5747871e-06,-0.054325514,0.0068841428,2.8234365,0.0
0.0037069787975839144,0.000815040206450873,0.0023410084056856005,584.25,7,1,12000,12000,False,20,3,18207855f74f4885820ee631b2a09eda,2021-12-21_12-06-35,1640084795,84.42200326919556,258.50199937820435,30920,DESKTOP-DC3PIC0,172.22.22.53,258.50199937820435,0,3,67019_00000,"[0.0015026392118997016, 0.002069483183747112, 0.0019152926663181305, 0.0016944105225978644, 0.002246782023982385, 0.0020011875334173613, 0.0013588358636070668, 0.0018686569954911977, 0.002914801678910749, 0.002110687900952075, 0.0037069787975839144, 0.0022686150618796306, 0.002674300255510745, 0.000815040206450873, 0.002941242072095977, 0.002673117988146669, 0.0035338823262993737, 0.002919299432465575, 0.0024153357901989113, 0.0031895786021567006]","[469, 627, 601, 594, 607, 619, 484, 578, 604, 632, 596, 617, 604, 369, 606, 604, 609, 626, 621, 618]",1.7334244119614783,4.498035381929599,0.10069828175333131,12.226647554352606,0.0,73589.614,54.355,11.998,333377.367,12553.168,318.645,1.666,12000,12000,12000,12000,30.424778761061948,55.94867256637167,0.8118584070796461,0.7420654296875,,0.20000000298023224,4.999999873689376e-05,-0.014651734,-0.015405375,1.0528345e-06,-0.0014017809,0.003762945,2.8292012,0.0
0.004334587373966298,0.000815040206450873,0.0026642987318662454,581.074074074074,7,1,16000,16000,False,27,4,18207855f74f4885820ee631b2a09eda,2021-12-21_12-08-00,1640084880,84.19599986076355,342.6979992389679,30920,DESKTOP-DC3PIC0,172.22.22.53,342.6979992389679,0,4,67019_00000,"[0.0015026392118997016, 0.002069483183747112, 0.0019152926663181305, 0.0016944105225978644, 0.002246782023982385, 0.0020011875334173613, 0.0013588358636070668, 0.0018686569954911977, 0.002914801678910749, 0.002110687900952075, 0.0037069787975839144, 0.0022686150618796306, 0.002674300255510745, 0.000815040206450873, 0.002941242072095977, 0.002673117988146669, 0.0035338823262993737, 0.002919299432465575, 0.0024153357901989113, 0.0031895786021567006, 0.0014821724569650688, 0.004334587373966298, 0.0038406196698603768, 0.0037336884666535454, 0.00400019573262607, 0.003534011666438578, 0.004190622280166673]","[469, 627, 601, 594, 607, 619, 484, 578, 604, 632, 596, 617, 604, 369, 606, 604, 609, 626, 621, 618, 316, 592, 619, 615, 619, 629, 614]",1.753798902275206,4.499848515367608,0.10012475557878207,12.134025599762005,0.0,73203.764,54.642,10.499,380992.972,12447.751,321.343,1.75,16000,16000,16000,16000,29.824999999999996,56.010714285714286,0.8028571428571427,0.7428697858537946,,0.20000000298023224,4.999999873689376e-05,-0.014061997,-0.0152462125,3.5256963e-07,0.005424909,0.0059193363,2.8000143,0.0
0.009175001662864859,0.000815040206450873,0.003393292075352621,586.9411764705883,7,1,20000,20000,False,34,5,18207855f74f4885820ee631b2a09eda,2021-12-21_12-09-24,1640084964,84.62050223350525,427.31850147247314,30920,DESKTOP-DC3PIC0,172.22.22.53,427.31850147247314,0,5,67019_00000,"[0.0015026392118997016, 0.002069483183747112, 0.0019152926663181305, 0.0016944105225978644, 0.002246782023982385, 0.0020011875334173613, 0.0013588358636070668, 0.0018686569954911977, 0.002914801678910749, 0.002110687900952075, 0.0037069787975839144, 0.0022686150618796306, 0.002674300255510745, 0.000815040206450873, 0.002941242072095977, 0.002673117988146669, 0.0035338823262993737, 0.002919299432465575, 0.0024153357901989113, 0.0031895786021567006, 0.0014821724569650688, 0.004334587373966298, 0.0038406196698603768, 0.0037336884666535454, 0.00400019573262607, 0.003534011666438578, 0.004190622280166673, 0.002294814627312231, 0.009175001662864859, 0.006107702834578876, 0.005026593897574455, 0.008979652065851676, 0.006441478669942715, 0.005410621043475674]","[469, 627, 601, 594, 607, 619, 484, 578, 604, 632, 596, 617, 604, 369, 606, 604, 609, 626, 621, 618, 316, 592, 619, 615, 619, 629, 614, 313, 750, 635, 603, 749, 601, 616]",1.7684444449358685,4.504270477178539,0.09946808600919381,12.066411518563617,0.0,73056.876,54.752,9.599,416711.358,12385.2,322.966,1.7,20000,20000,20000,20000,29.790265486725666,56.05929203539824,0.8018584070796461,0.742919921875,,0.20000000298023224,4.999999873689376e-05,-0.022900583,-0.025540555,2.9330934e-07,-0.0014463845,0.013198383,2.7839346,0.0
0.022501554721762514,0.0,0.004548903040738907,607.1538461538462,5,1,24000,24000,False,39,6,18207855f74f4885820ee631b2a09eda,2021-12-21_12-10-47,1640085047,82.64049863815308,509.9590001106262,30920,DESKTOP-DC3PIC0,172.22.22.53,509.9590001106262,0,6,67019_00000,"[0.0015026392118997016, 0.002069483183747112, 0.0019152926663181305, 0.0016944105225978644, 0.002246782023982385, 0.0020011875334173613, 0.0013588358636070668, 0.0018686569954911977, 0.002914801678910749, 0.002110687900952075, 0.0037069787975839144, 0.0022686150618796306, 0.002674300255510745, 0.000815040206450873, 0.002941242072095977, 0.002673117988146669, 0.0035338823262993737, 0.002919299432465575, 0.0024153357901989113, 0.0031895786021567006, 0.0014821724569650688, 0.004334587373966298, 0.0038406196698603768, 0.0037336884666535454, 0.00400019573262607, 0.003534011666438578, 0.004190622280166673, 0.002294814627312231, 0.009175001662864859, 0.006107702834578876, 0.005026593897574455, 0.008979652065851676, 0.006441478669942715, 0.005410621043475674, 0.0, 0.022501554721762514, 0.013240627069846732, 0.009036232553351384, 0.01725687368186762]","[469, 627, 601, 594, 607, 619, 484, 578, 604, 632, 596, 617, 604, 369, 606, 604, 609, 626, 621, 618, 316, 592, 619, 615, 619, 629, 614, 313, 750, 635, 603, 749, 601, 616, 45, 1201, 925, 658, 894]",1.7657445064891828,4.5062599010593845,0.09900816162156903,12.028231159082878,0.0,72586.294,55.107,8.832,452875.236,12386.417,322.934,1.667,24000,24000,24000,24000,29.826126126126123,56.21621621621621,0.8019819819819821,0.742919921875,,0.20000000298023224,4.999999873689376e-05,-0.014101158,-0.015632076,5.7417236e-07,-0.009867332,0.007651734,2.7826061,0.0
0.03092567018489228,-0.2258651955447711,-0.00042761723831857303,653.0975609756098,2,1,28000,28000,False,41,7,18207855f74f4885820ee631b2a09eda,2021-12-21_12-12-09,1640085129,82.38199877738953,592.3409988880157,30920,DESKTOP-DC3PIC0,172.22.22.53,592.3409988880157,0,7,67019_00000,"[0.0015026392118997016, 0.002069483183747112, 0.0019152926663181305, 0.0016944105225978644, 0.002246782023982385, 0.0020011875334173613, 0.0013588358636070668, 0.0018686569954911977, 0.002914801678910749, 0.002110687900952075, 0.0037069787975839144, 0.0022686150618796306, 0.002674300255510745, 0.000815040206450873, 0.002941242072095977, 0.002673117988146669, 0.0035338823262993737, 0.002919299432465575, 0.0024153357901989113, 0.0031895786021567006, 0.0014821724569650688, 0.004334587373966298, 0.0038406196698603768, 0.0037336884666535454, 0.00400019573262607, 0.003534011666438578, 0.004190622280166673, 0.002294814627312231, 0.009175001662864859, 0.006107702834578876, 0.005026593897574455, 0.008979652065851676, 0.006441478669942715, 0.005410621043475674, 0.0, 0.022501554721762514, 0.013240627069846732, 0.009036232553351384, 0.01725687368186762, -0.2258651955447711, 0.03092567018489228]","[469, 627, 601, 594, 607, 619, 484, 578, 604, 632, 596, 617, 604, 369, 606, 604, 609, 626, 621, 618, 316, 592, 619, 615, 619, 629, 614, 313, 750, 635, 603, 749, 601, 616, 45, 1201, 925, 658, 894, 322, 2776]",1.7567820400171945,4.507729724605248,0.09884148039687825,12.013999614262238,0.0,71859.319,55.664,8.856,451650.849,12740.429,313.961,1.714,28000,28000,28000,28000,30.51909090909091,56.21818181818182,0.8232727272727276,0.7429465553977272,,0.20000000298023224,4.999999873689376e-05,-0.0024439539,-0.0041775065,2.0078618e-05,-0.033449788,0.008567345,2.783546,0.0
0.11531321868139996,-0.2258651955447711,0.003869681437442225,691.7555555555556,4,1,32000,32000,False,45,8,18207855f74f4885820ee631b2a09eda,2021-12-21_12-13-35,1640085215,86.14799666404724,678.488995552063,30920,DESKTOP-DC3PIC0,172.22.22.53,678.488995552063,0,8,67019_00000,"[0.0015026392118997016, 0.002069483183747112, 0.0019152926663181305, 0.0016944105225978644, 0.002246782023982385, 0.0020011875334173613, 0.0013588358636070668, 0.0018686569954911977, 0.002914801678910749, 0.002110687900952075, 0.0037069787975839144, 0.0022686150618796306, 0.002674300255510745, 0.000815040206450873, 0.002941242072095977, 0.002673117988146669, 0.0035338823262993737, 0.002919299432465575, 0.0024153357901989113, 0.0031895786021567006, 0.0014821724569650688, 0.004334587373966298, 0.0038406196698603768, 0.0037336884666535454, 0.00400019573262607, 0.003534011666438578, 0.004190622280166673, 0.002294814627312231, 0.009175001662864859, 0.006107702834578876, 0.005026593897574455, 0.008979652065851676, 0.006441478669942715, 0.005410621043475674, 0.0, 0.022501554721762514, 0.013240627069846732, 0.009036232553351384, 0.01725687368186762, -0.2258651955447711, 0.03092567018489228, 0.11531321868139996, 0.03262345691615333, 0.027763485510014806, 0.015967810348393497]","[469, 627, 601, 594, 607, 619, 484, 578, 604, 632, 596, 617, 604, 369, 606, 604, 609, 626, 621, 618, 316, 592, 619, 615, 619, 629, 614, 313, 750, 635, 603, 749, 601, 616, 45, 1201, 925, 658, 894, 322, 2776, 1356, 1330, 964, 702]",1.7360734854790691,4.5179176792486775,0.09856392050366541,11.988370468394303,0.0,71927.262,55.612,8.437,474113.461,12864.438,310.935,1.688,32000,32000,32000,32000,30.99565217391304,55.407826086956504,0.8317391304347828,0.743290378736413,,0.20000000298023224,4.999999873689376e-05,-0.0008035424,-0.0015339802,7.206373e-05,-0.028223153,0.0032918535,2.7203941,0.0
0.11531321868139996,-0.2258651955447711,0.0037607171430226382,718.14,5,1,36000,36000,False,50,9,18207855f74f4885820ee631b2a09eda,2021-12-21_12-15-01,1640085301,85.81550002098083,764.3044955730438,30920,DESKTOP-DC3PIC0,172.22.22.53,764.3044955730438,0,9,67019_00000,"[0.0015026392118997016, 0.002069483183747112, 0.0019152926663181305, 0.0016944105225978644, 0.002246782023982385, 0.0020011875334173613, 0.0013588358636070668, 0.0018686569954911977, 0.002914801678910749, 0.002110687900952075, 0.0037069787975839144, 0.0022686150618796306, 0.002674300255510745, 0.000815040206450873, 0.002941242072095977, 0.002673117988146669, 0.0035338823262993737, 0.002919299432465575, 0.0024153357901989113, 0.0031895786021567006, 0.0014821724569650688, 0.004334587373966298, 0.0038406196698603768, 0.0037336884666535454, 0.00400019573262607, 0.003534011666438578, 0.004190622280166673, 0.002294814627312231, 0.009175001662864859, 0.006107702834578876, 0.005026593897574455, 0.008979652065851676, 0.006441478669942715, 0.005410621043475674, 0.0, 0.022501554721762514, 0.013240627069846732, 0.009036232553351384, 0.01725687368186762, -0.2258651955447711, 0.03092567018489228, 0.11531321868139996, 0.03262345691615333, 0.027763485510014806, 0.015967810348393497, 0.020144148209563353, 0.05227789412977064, 0.0373552176085493, 0.031041664840766578, -0.12691873232241807]","[469, 627, 601, 594, 607, 619, 484, 578, 604, 632, 596, 617, 604, 369, 606, 604, 609, 626, 621, 618, 316, 592, 619, 615, 619, 629, 614, 313, 750, 635, 603, 749, 601, 616, 45, 1201, 925, 658, 894, 322, 2776, 1356, 1330, 964, 702, 873, 1058, 839, 942, 1066]",1.713056258539807,4.529779633367238,0.09835159938215543,11.960369009663104,0.0,71845.961,55.675,7.999,500036.242,13057.5,306.337,1.722,36000,36000,36000,36000,30.363157894736844,55.37368421052631,0.8316666666666668,0.743408203125,,0.20000000298023224,4.999999873689376e-05,0.0017874041,0.001120825,0.00011650396,-0.0033736126,0.0027503583,2.7254739,0.0
0.11531321868139996,-0.2258651955447711,0.005928018726235098,721.9090909090909,5,1,40000,40000,False,55,10,18207855f74f4885820ee631b2a09eda,2021-12-21_12-16-29,1640085389,87.63899827003479,851.9434938430786,30920,DESKTOP-DC3PIC0,172.22.22.53,851.9434938430786,0,10,67019_00000,"[0.0015026392118997016, 0.002069483183747112, 0.0019152926663181305, 0.0016944105225978644, 0.002246782023982385, 0.0020011875334173613, 0.0013588358636070668, 0.0018686569954911977, 0.002914801678910749, 0.002110687900952075, 0.0037069787975839144, 0.0022686150618796306, 0.002674300255510745, 0.000815040206450873, 0.002941242072095977, 0.002673117988146669, 0.0035338823262993737, 0.002919299432465575, 0.0024153357901989113, 0.0031895786021567006, 0.0014821724569650688, 0.004334587373966298, 0.0038406196698603768, 0.0037336884666535454, 0.00400019573262607, 0.003534011666438578, 0.004190622280166673, 0.002294814627312231, 0.009175001662864859, 0.006107702834578876, 0.005026593897574455, 0.008979652065851676, 0.006441478669942715, 0.005410621043475674, 0.0, 0.022501554721762514, 0.013240627069846732, 0.009036232553351384, 0.01725687368186762, -0.2258651955447711, 0.03092567018489228, 0.11531321868139996, 0.03262345691615333, 0.027763485510014806, 0.015967810348393497, 0.020144148209563353, 0.05227789412977064, 0.0373552176085493, 0.031041664840766578, -0.12691873232241807, 0.0011389291104719251, 0.034846569577752624, 0.019868309810556862, 0.061593973236249225, 0.020557391056767873]","[469, 627, 601, 594, 607, 619, 484, 578, 604, 632, 596, 617, 604, 369, 606, 604, 609, 626, 621, 618, 316, 592, 619, 615, 619, 629, 614, 313, 750, 635, 603, 749, 601, 616, 45, 1201, 925, 658, 894, 322, 2776, 1356, 1330, 964, 702, 873, 1058, 839, 942, 1066, 118, 828, 818, 1104, 930]",1.6929555585609848,4.542111864897908,0.09818737926166836,11.93637713951414,0.0,71857.807,55.665,7.5,533361.818,13317.95,300.347,1.7,40000,40000,40000,40000,29.905128205128207,55.35897435897434,0.8342735042735044,0.743408203125,,0.20000000298023224,4.999999873689376e-05,-0.00486821,-0.0051881718,3.2046805e-06,-0.0047864453,0.0015838044,2.7529032,0.0
