episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,agent_timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,info/last_target_update_ts,info/num_target_updates,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,info/learner/default_policy/td_error,info/learner/default_policy/train,info/learner/default_policy/learner_stats/mean_q,info/learner/default_policy/learner_stats/max_q,info/learner/default_policy/learner_stats/min_q
0.0,0.0,0.0,717.5,2,1,1500,1500,False,2,1,f8376381ddef481b86b2052b423d85cb,2021-12-21_10-05-36,1640077536,31.676002025604248,31.676002025604248,4392,DESKTOP-DC3PIC0,172.22.22.53,31.676002025604248,0,1,0a06a_00000,"[0.0, 0.0]","[513, 922]",1.5856635165484565,5.548478284730345,0.10563531452461054,12.306198765642241,0.0,21.0,12190.391,137.5,1861.814,2.502,1500,1500,256,256,1500,1,32.56046511627907,51.63953488372092,0.8858139534883722,0.636219113372093,"[  -421068.   -420956.   -421012.   -420816.   -421248.   -434204.
   -378804.   -420880.   -392188.   -421012.   -420876.   -468488.
   -421248.   -420816.   -406984.   -421068.   -420956.   -420824.
   -420820.   -463268.   -422620.   -421052.   -379364.   -420816.
   -420816.   -421248.   -407580.   -434196.   -420820.   -421252.
   -420816. -42082256.   -421012.   -420832.   -421252.   -420956.
   -450016.   -407576.   -463272.   -421072.   -434200.   -421252.
   -421072.   -463296.   -378776.   -420856.   -421080.   -450016.
   -463288.   -420840.   -420956.   -421252.   -397756.   -378780.
   -420956.   -421248.   -434004.   -421148.   -463296.   -793632.
   -434204.   -421248.   -434212.   -407572.   -463292.   -434192.
   -420956.   -420820.   -378804.   -421248.   -392172.   -420820.
   -395936.   -392020.   -407588.   -420816.   -421248.   -434200.
   -413904.   -420956. -42082256.   -420856.   -421088.   -434004.
   -421012.   -434040.   -416224.   -434204.   -421012.   -397756.
   -450040.   -402036.   -422620.   -434200.   -434036.   -444512.
   -420824.   -420956.   -463268.   -407296.   -434204.   -378800.
   -420956.   -391996.   -392164.   -407580.   -421112.   -421012.
   -463596.   -434200.   -407568.   -420956.   -420820.   -421248.
   -392188.   -420816.   -420816.   -439804.   -421012.   -421012.
   -407572.   -420824.   -420956.   -421144.   -434196.   -421088.
   -420816.   -421068.   -406988.   -395952.   -392180.   -420820.
   -420956.   -420956.   -420952.   -420824.   -421012.   -420956.
   -407572.   -434008.   -420808.   -450024.   -421248.   -434036.
   -421692.   -407596.   -420816.   -392188.   -392188.   -421268.
   -420824.   -420936.   -420956.   -463272.   -407588.   -420796.
   -420788.   -421248.   -420820.   -420992.   -444512.   -450188.
   -420956.   -420820.   -407740.   -420896.   -420828.   -420808.
   -392188.   -434208.   -404720.   -450220.   -420820.   -420956.
   -407568.   -434212.   -394356.   -395952.   -420956.   -407584.
   -420780.   -421012.   -420832.   -420808.   -420820.   -434208.
   -407592.   -434040.   -392168.   -420816.   -420832.   -420824.
   -407572.   -407592.   -420820.   -434036.   -450036.   -420292.
   -463096.   -421012.   -421088.   -420960.   -421052.   -420836.
   -421248.   -407580.   -434204.   -407776.   -421012.   -392168.
   -434032.   -421248.   -424652.   -421012.   -420964.   -135760.
   -407576.   -440916.   -421012.   -420956.   -420956.   -420820.
   -434208.   -421072.   -450016.   -420956.   -420828.   -420952.
   -450016.   -434012.   -414132.   -421248.   -420776.   -420956.
   -421112.   -420956.   -434204.   -450016.   -420960.   -434200.
   -420820.   -421248.   -434204.   -450176.   -407568.   -439208.
   -420956.   -434196.   -420788.   -378800.   -420956.   -463272.
   -419752.   -420964.   -428052.   -463272.]",,-42241628.0,-41769104.0,-79363464.0
